1144
11
0
461400	1219840
461400	1219840
461220	1219880
461080	1219920
461080	1220040
461180	1220100
461320	1220100
461480	1220060
461500	1219980
461460	1219880
461400	1219840
9
0
460700	1219860
460700	1219660
460660	1219380
460620	1219160
460560	1219160
460520	1219220
460540	1219500
460600	1219860
460700	1219860
10
0
460140	1219660
460220	1219560
460180	1219140
460160	1218820
460000	1218760
459940	1218860
459960	1219040
460020	1219520
460060	1219600
460140	1219660
7
0
459520	1218580
459460	1218660
459460	1218780
459520	1218840
459600	1218760
459600	1218620
459520	1218580
236
0
462200	1208580
462360	1208180
462940	1208080
463440	1208140
463800	1208240
464100	1208380
464380	1208200
464360	1207720
464480	1207180
464540	1206820
464340	1206520
464040	1206180
463840	1205900
463540	1205560
463240	1205360
463180	1205040
463160	1204820
462740	1204740
462460	1204740
462280	1204280
462160	1203920
462040	1203560
462180	1203080
462000	1202520
461640	1202200
461620	1201920
462080	1201920
462600	1201800
462920	1201540
463140	1201400
463200	1201640
463280	1201820
463580	1201820
463720	1201600
463800	1201160
463760	1200600
463780	1200200
463420	1200180
462980	1200160
462880	1199920
462800	1199540
462700	1199360
462500	1199660
462140	1199840
461660	1199760
461320	1199620
460800	1199740
460580	1199980
460220	1200180
459940	1200240
459860	1200500
459940	1200760
459960	1201040
459700	1201240
459420	1201260
459160	1200840
459000	1200460
458600	1200040
458460	1199720
458120	1199460
457740	1199460
457420	1199600
457220	1199600
456960	1199500
456720	1199640
456520	1200000
456420	1200300
456180	1200400
456140	1200280
456020	1200140
455720	1200200
455680	1200600
455720	1201180
455960	1201620
456120	1201740
456220	1202080
456180	1202460
456180	1202820
456220	1203180
456000	1203460
455820	1203520
455700	1203760
455660	1204060
455620	1204440
455880	1204440
456240	1204240
456600	1203900
456960	1203640
457120	1203860
457020	1204460
456860	1204820
456560	1205100
456340	1205160
456300	1205360
456520	1205440
456700	1205400
456840	1205640
456700	1205880
456440	1206280
456400	1206620
456580	1206800
456600	1207000
456620	1207340
456860	1207340
457080	1207080
457320	1206980
457500	1207100
457520	1207420
457500	1207780
457720	1208160
457740	1208580
457580	1209100
457580	1209520
457840	1209840
458000	1210280
458100	1211120
457960	1211660
457620	1211940
457240	1212200
457040	1212360
457080	1212660
457120	1213000
457460	1213360
458060	1213620
458380	1213860
458480	1213980
458300	1214300
457920	1214720
458040	1215040
458420	1215200
458760	1215120
459300	1215460
459460	1215960
459440	1216280
459700	1216540
459840	1216800
459900	1217240
459860	1217580
460140	1218020
460460	1218260
460620	1218520
460740	1218600
461120	1218240
461300	1217840
461460	1217320
461480	1216940
461400	1216360
461440	1215820
461440	1215240
461300	1214600
461160	1214140
461060	1213680
461180	1213480
461500	1213720
461660	1214080
461800	1214580
462040	1214920
462200	1215360
462240	1215880
462260	1216400
462360	1216800
462380	1217180
462460	1217500
462660	1217720
462880	1217880
463100	1218220
463260	1218380
463500	1218000
463500	1217480
463740	1217160
464160	1217100
464440	1217360
464620	1217300
464780	1217020
464980	1217020
465180	1217300
465380	1217460
465540	1217200
465740	1216980
466020	1216900
466340	1217060
466460	1216980
466280	1216720
466180	1216520
466180	1215960
466360	1215680
467000	1215640
467540	1215600
467660	1215420
467600	1215300
467280	1215240
466800	1215260
466620	1215160
466200	1215020
465860	1215120
465640	1214960
465320	1214840
465120	1214580
465300	1214100
465760	1213840
466060	1213800
466400	1213500
466460	1212860
466420	1212480
466520	1211940
466620	1211580
466520	1211340
466260	1211320
465900	1211600
465540	1211780
465220	1211620
464780	1211700
464300	1212040
463980	1212260
463720	1212140
463580	1211860
463860	1211320
464240	1211040
464400	1210900
464380	1210660
464160	1210460
464360	1210180
464820	1209840
464900	1209560
464880	1209300
465160	1209100
465080	1208920
464480	1208920
463840	1208900
463560	1208820
463080	1208980
462760	1208880
462700	1208720
462500	1208580
462380	1208600
462200	1208580
5
0
466940	1217140
466840	1217140
466860	1217280
466960	1217280
466940	1217140
8
0
466940	1216540
466880	1216600
466880	1216740
467140	1216820
467260	1216860
467200	1216720
467100	1216620
466940	1216540
7
0
456880	1210980
456780	1211000
456720	1211180
456840	1211240
456920	1211100
456920	1211040
456880	1210980
8
0
457200	1209740
457140	1209740
457020	1209920
457020	1209980
457060	1210040
457140	1209940
457220	1209820
457200	1209740
18
0
466220	1206480
465980	1206520
465660	1206760
465500	1207040
465440	1207300
465640	1207400
465760	1207620
465720	1207900
465640	1208360
465580	1208540
465720	1208740
465960	1208680
466060	1208400
466140	1207880
466260	1207440
466200	1207100
466240	1206840
466220	1206480
6
0
448080	1206520
447960	1206500
447900	1206640
447940	1206720
448060	1206660
448080	1206520
9
0
464920	1206420
465040	1206280
464860	1205740
464700	1205380
464600	1205380
464520	1205480
464700	1205960
464820	1206320
464920	1206420
9
0
448460	1205720
448340	1205780
448340	1205900
448440	1206160
448580	1206320
448760	1206360
448780	1206120
448640	1205940
448460	1205720
346
0
455000	1200000
454980	1199640
454800	1199260
454900	1198420
455180	1197620
455300	1196900
455120	1196440
454920	1196180
455020	1195640
455460	1195320
455700	1195300
455920	1195400
455820	1195120
455420	1194720
455140	1194420
455000	1194660
454680	1195100
453760	1195320
453040	1195500
452580	1196020
452200	1196640
452120	1196940
452180	1197220
452080	1197480
451500	1197880
451200	1198220
451000	1198400
450960	1197960
451060	1197260
451460	1197020
451700	1196860
451840	1196420
451700	1195860
451720	1195560
451960	1195300
452200	1195000
452220	1194620
452400	1194220
452720	1194120
453240	1194100
453500	1193840
453600	1193140
453420	1192360
453100	1191760
452860	1191420
452520	1191160
452240	1191060
451880	1191320
451320	1191680
450640	1191740
450100	1191540
449860	1191320
450120	1191120
450600	1191320
450940	1191200
451180	1190780
451640	1190380
452380	1190440
452820	1190340
453020	1189940
453060	1189580
452980	1189180
453260	1189140
453440	1189380
453480	1189660
453760	1189780
453940	1189340
453880	1188880
453960	1188680
454280	1188780
454560	1188700
454580	1188340
454340	1187820
454360	1187520
454520	1187160
454340	1186960
453940	1186780
453740	1186600
453860	1185960
454180	1185580
454260	1185100
454040	1184580
453620	1184800
453100	1185100
452640	1185280
452320	1185020
452380	1184440
452760	1184000
452840	1183720
452660	1183340
452720	1182940
452960	1182940
453120	1183140
453400	1183300
453600	1183280
453640	1182740
453420	1181980
453400	1181600
453600	1181260
453680	1181060
453500	1180900
453180	1180760
453160	1180500
453080	1180120
453160	1179660
453240	1179360
453180	1179120
452740	1178840
452540	1178660
452340	1178480
452060	1178640
452080	1178900
452340	1179080
452340	1179280
452180	1179260
451920	1179000
451500	1178720
451420	1178560
451180	1178720
450360	1179180
449900	1179300
449580	1179260
449340	1179260
449080	1179400
449100	1179680
449500	1179720
449860	1179560
449940	1179640
449660	1179860
448960	1180220
448600	1180340
448380	1180060
448280	1179420
448340	1179120
448720	1178920
448940	1178880
449220	1178660
449320	1178440
449320	1178020
449220	1177780
449080	1177620
448980	1177620
448660	1177860
448460	1178140
448080	1178240
447640	1178260
447440	1178200
447160	1177900
447220	1177640
447320	1177440
447300	1177260
447200	1177240
446840	1177660
446640	1178020
446620	1178420
446580	1178740
446140	1179180
445900	1179560
445600	1180500
445520	1181120
445520	1181420
445440	1181740
444960	1181860
444560	1182000
444460	1182100
444520	1182220
444740	1182380
445160	1182280
445500	1182200
445600	1182180
445580	1182520
445360	1183000
445060	1183420
444660	1184000
444500	1184560
444600	1184920
444780	1185080
444920	1185660
444920	1186560
444880	1187020
444860	1187400
444740	1187580
444500	1187440
444380	1187060
444420	1186760
444400	1186480
444340	1186320
444180	1186220
443980	1186320
443800	1186740
443780	1187220
443880	1187820
443840	1188380
443840	1188580
444040	1188640
444360	1188540
444460	1188560
444440	1188920
444220	1189500
443960	1189700
443740	1190100
443760	1190420
443780	1190760
443580	1191040
443480	1191120
443500	1191380
443760	1191460
443940	1191500
444100	1191800
444000	1192280
443880	1192780
443940	1193020
444340	1193120
444480	1193580
444400	1193980
444520	1194240
444760	1194400
444860	1194620
444800	1194960
444820	1195220
445140	1195480
445500	1195900
445740	1196320
446100	1196860
446220	1197060
446280	1196760
446160	1196120
446060	1195500
446220	1195000
446200	1194460
446160	1193500
446180	1192940
446300	1192820
446580	1192940
446960	1192880
447440	1192520
447780	1192160
448100	1191540
448260	1191160
448400	1191180
448520	1191620
448420	1192120
448240	1192400
448180	1192740
447980	1193160
447440	1193380
447080	1193480
446900	1193760
446840	1194480
446780	1194960
446680	1195560
446620	1196120
446780	1196520
447000	1196820
447060	1197040
447020	1197380
446920	1197760
446960	1198040
447220	1198280
447400	1198600
447380	1199200
447460	1199620
447500	1200000
447440	1200220
447340	1200320
447320	1200660
447460	1200820
447640	1200980
447600	1201300
447280	1201400
447180	1201600
447280	1201840
447320	1202140
447140	1202400
447140	1202680
447340	1202780
447480	1202820
447420	1203240
447300	1203360
447320	1203700
447580	1203840
447820	1203780
448080	1203840
448100	1204160
447920	1204360
448000	1204540
448140	1204720
448240	1204960
448440	1205160
448900	1205340
449280	1205320
449540	1205020
449640	1204680
449700	1204340
449960	1204100
450180	1203920
450380	1203640
450420	1203240
450440	1203000
