1
1224
0
306189	917451
306133	917515
306042	917622
306016	917654
305929	917758
305869	917829
305768	917949
305729	917996
305632	918110
305581	918169
305506	918259
305456	918316
305436	918341
305325	918472
305288	918515
305145	918685
305029	918821
304933	918944
304870	919019
304775	919133
304731	919187
304619	919325
304587	919360
304538	919423
304487	919483
304449	919528
304340	919659
304317	919686
304304	919701
304299	919716
304325	919753
304399	919870
304502	920037
304607	920206
304623	920238
304622	920266
304604	920269
304392	920275
304337	920278
304323	920282
304271	920374
304195	920493
304164	920544
304052	920726
304039	920749
304021	920757
303950	920756
303833	920758
303751	920754
303576	920732
303487	920723
303431	920723
303322	920729
303204	920735
303063	920740
302978	920746
302906	920747
302852	920752
302791	920794
302683	920870
302581	920938
302560	920956
302552	920977
302544	921068
302529	921192
302522	921272
302516	921300
302485	921320
302363	921393
302313	921425
302280	921436
302199	921433
302116	921431
301977	921402
301854	921381
301758	921370
301697	921364
301640	921359
301602	921364
301533	921380
301456	921394
301278	921425
301176	921444
301127	921452
301124	921466
301125	921512
301131	921606
301153	921730
301167	921834
301176	921878
301223	922002
301254	922078
301254	922097
301237	922135
301177	922217
301124	922299
301073	922375
301039	922423
300869	922680
300826	922746
300802	922776
300754	922791
300670	922814
300557	922845
300496	922861
300465	922887
300395	922993
300356	923075
300322	923148
300298	923170
300262	923202
300210	923251
300130	923326
300041	923405
300017	923426
299975	923443
299942	923462
299911	923473
299887	923469
299769	923416
299547	923319
299424	923267
299399	923256
299366	923326
299263	923537
299208	923655
299098	923885
299060	923968
299039	924003
298933	924219
298865	924351
298835	924413
298800	924460
298756	924530
298711	924598
298680	924649
298661	924665
298611	924679
298565	924691
298524	924703
298472	924715
298439	924721
298389	924714
298225	924683
298067	924655
298004	924630
297928	924573
297854	924529
297741	924465
297629	924398
297504	924328
297340	924242
297151	924145
297040	924095
296936	924058
296886	924045
296849	924041
296804	924046
296691	924083
296557	924131
296354	924187
296222	924222
296096	924255
296008	924277
295923	924286
295831	924291
295768	924297
295725	924301
295711	924308
295692	924329
295675	924338
295605	924347
295602	924361
295613	924400
295631	924434
295651	924457
295666	924486
295679	924523
295720	924594
295764	924664
295870	924832
295940	924948
295980	925009
296016	925069
296076	925102
296166	925155
296246	925203
296324	925250
296362	925273
296364	925289
296340	925322
296318	925356
296254	925454
296182	925556
296113	925660
296083	925702
296050	925771
296018	925876
295991	925968
295973	926025
295960	926068
295937	926085
295875	926124
295863	926139
295854	926257
295850	926335
295846	926373
295838	926471
295836	926513
295837	926541
295848	926552
295900	926580
295962	926612
295983	926622
295991	926628
295984	926638
295943	926654
295889	926677
295806	926716
295745	926773
295721	926797
295718	926815
295726	926886
295732	926955
295739	927047
295732	927251
295729	927387
295723	927588
295721	927642
295721	927663
295759	927684
295813	927704
295838	927735
295846	927815
295854	927925
295861	928019
295866	928064
295859	928094
295826	928136
295765	928237
295742	928273
295693	928296
295617	928327
295498	928380
295431	928403
295325	928436
295247	928461
295215	928467
295178	928478
295172	928493
295152	928605
295139	928659
295096	928706
295032	928773
294982	928838
294930	928916
294901	928953
294827	929049
294771	929121
294760	929137
294767	929157
294831	929214
294853	929239
294833	929284
294768	929402
294748	929420
294670	929468
294513	929566
294449	929607
294382	929644
294286	929689
294202	929727
294088	929773
293983	929811
293904	929831
293846	929837
293788	929836
293700	929831
293574	929824
293482	929820
293448	929821
293424	929834
293394	929859
293343	929895
293302	929925
293281	929940
293260	929950
293207	929955
293212	930030
293228	930150
293235	930252
293252	930409
293263	930498
293276	930615
293280	930662
293268	930729
293253	930816
293225	930980
293207	931082
293194	931157
293149	931405
293134	931495
293114	931626
293103	931709
293095	931759
293077	931790
293042	931817
292989	931874
292945	931914
292925	931937
292917	931992
292904	932147
292894	932232
292863	932404
292851	932490
292831	932593
292824	932650
292819	932666
292782	932684
292719	932714
292609	932770
292508	932822
292426	932863
292401	932873
292379	932868
292315	932837
292275	932822
292223	932821
292189	932822
292157	932825
292118	932859
292087	932886
292028	932935
291917	933029
291838	933096
291756	933166
291676	933234
291631	933273
291604	933292
291585	933314
291567	933385
291537	933499
291527	933525
291527	933555
291541	933620
291564	933767
291582	933861
291618	933965
291650	934061
291660	934084
291695	934103
291720	934116
291748	934130
291783	934126
291879	934110
291928	934102
291953	934100
291997	934129
292095	934195
292136	934222
292179	934221
292262	934210
292311	934207
292327	934212
292378	934244
292458	934302
292543	934358
292562	934374
292552	934414
292510	934537
292490	934602
292485	934643
292485	934697
292480	934884
292478	935007
292478	935042
292471	935339
292472	935389
292468	935483
292468	935483
292486	935498
292588	935531
292676	935561
292759	935591
292858	935620
292924	935646
292975	935685
293115	935807
293196	935879
293270	935939
293372	936027
293400	936045
293464	936062
293594	936097
293697	936124
293801	936154
293918	936188
294221	936269
294340	936304
294431	936328
294595	936373
294656	936385
294751	936394
294818	936397
294836	936399
294855	936408
294868	936488
294891	936600
294935	936850
294950	936944
294963	937108
294969	937157
294962	937209
294940	937289
294916	937355
294889	937413
294852	937506
294835	937546
294831	937574
294839	937632
294846	937715
294859	937836
294864	937899
294864	937924
294838	937956
294780	938030
294721	938106
294684	938161
294638	938221
294624	938252
294593	938394
294568	938493
294561	938595
294560	938635
294552	938775
294548	938863
294545	938906
294543	938926
294531	938938
294467	938946
294383	938959
294253	938979
294163	938995
294122	939004
294088	939037
294004	939124
293915	939214
293827	939304
293794	939335
293764	939359
293708	939393
293680	939407
293654	939424
293644	939435
293630	939474
293602	939562
293549	939721
293513	939825
293490	939866
293453	939902
293422	939934
293399	939960
293375	940059
293342	940193
293333	940237
293300	940360
293278	940383
293239	940436
293226	940455
293225	940495
293222	940566
293218	940720
293212	940858
293210	940912
293205	941055
293202	941188
293198	941253
293197	941325
293206	941362
293245	941462
293276	941542
293289	941581
293304	941628
293330	941653
293411	941706
293565	941802
293662	941865
293753	941923
293869	941999
293962	942058
293988	942080
294022	942149
294065	942231
294084	942272
294154	942403
294200	942494
294213	942521
294214	942555
294203	942609
294189	942779
294186	942820
294199	942839
294265	942890
294281	942918
294291	942958
294341	943092
294365	943155
294381	943174
294421	943201
294489	943245
294555	943291
294592	943314
294617	943331
294634	943388
294674	943508
294715	943593
294732	943636
294748	943662
294759	943695
294763	943728
294763	943728
294780	943861
294794	943971
294813	944112
294815	944144
294833	944253
294843	944315
294861	944436
294872	944487
294890	944607
294899	944661
294915	944764
294919	944792
294932	944802
294976	944821
294993	944829
295029	944833
295052	944841
295073	944858
295087	944862
295112	944871
295112	944871
295148	944913
295220	945000
295364	945167
295411	945223
295536	945323
295777	945510
295950	945647
296214	945849
296325	945936
296400	945997
296404	946035
296405	946187
296405	946226
296396	946272
296346	946475
296346	946475
296334	946530
296295	946692
296284	946738
296249	946861
296245	946880
296212	947030
296169	947199
296160	947225
296108	947363
296077	947442
296045	947529
296010	947589
295957	947689
295937	947719
295859	947851
295843	947878
295765	948022
295742	948058
295693	948139
295664	948187
295662	948207
295661	948255
295661	948345
295661	948375
295659	948446
295658	948488
295668	948519
295680	948544
295707	948604
295744	948693
295762	948737
295777	948772
295798	948814
295830	948863
295839	948879
295885	948957
295901	949035
295906	949063
295933	949209
295947	949295
295962	949320
295959	949375
295958	949410
295947	949549
295947	949562
295939	949719
295933	949815
295931	949853
295926	949904
295927	949944
295921	949978
295921	950002
295921	950002
295919	950022
295930	950110
295931	950148
295938	950233
295939	950278
295932	950323
295906	950438
295904	950453
295890	950522
295879	950577
295879	950577
295877	950585
295754	950645
295564	950745
295501	950785
295269	950950
295142	951040
295165	951120
295211	951292
295230	951360
295260	951418
295280	951460
295338	951567
295364	951626
295444	951791
295509	951919
295530	951964
295568	952044
295597	952098
295599	952137
295606	952285
295606	952308
295618	952478
295623	952516
295608	952523
295516	952562
295499	952568
295498	952588
295494	952670
295490	952753
295485	952835
295481	952919
295477	952968
295477	953006
295471	953093
295467	953172
295467	953187
295464	953228
295477	953257
295491	953289
295513	953344
295518	953353
295533	953389
295550	953429
295554	953438
295563	953456
295588	953514
295599	953540
295626	953601
295655	953667
295663	953688
295662	953701
295658	953775
295654	953860
295649	953944
295649	953953
295645	954030
295640	954114
295636	954198
295631	954283
295626	954369
295625	954389
295621	954455
295620	954481
295615	954563
295611	954652
295606	954708
295684	954681
295728	954664
295761	954651
295833	954626
295852	954618
295866	954629
295878	954635
295910	954658
295956	954692
296018	954737
